core_family,Member,repeat_digit,trait,value,trait_member_hits,trait_core_hits,baseline_member_rate,trait_member_rate,lift,lift_diff
14,4401,4,seed_sum_lastdigit,3,6,32,0.2943396226415094,0.1875,0.6370192307692308,-0.10683962264150942
14,1104,1,seed_prime_count,0,6,28,0.33584905660377357,0.21428571428571427,0.6380417335473515,-0.12156334231805929
14,1104,1,seed_sum_lastdigit,0,6,26,0.33584905660377357,0.23076923076923078,0.6871218668971478,-0.10507982583454278
14,1104,1,seed_sum_lastdigit,7,8,34,0.33584905660377357,0.23529411764705882,0.7005948446794449,-0.10055493895671475
14,4401,4,seed_consecutive_pairs,0,18,82,0.2943396226415094,0.21951219512195122,0.7457786116322702,-0.0748274275195582
14,4401,4,seed_sum_lastdigit,0,6,26,0.2943396226415094,0.23076923076923078,0.7840236686390534,-0.06357039187227864
14,4401,4,seed_trail_band,7-9,20,86,0.2943396226415094,0.23255813953488372,0.7901013714967203,-0.061781483106625706
14,4401,4,seed_sum_lastdigit,4,6,25,0.2943396226415094,0.24,0.8153846153846154,-0.05433962264150943
14,4401,4,seed_vtrac_unique,4,12,50,0.2943396226415094,0.24,0.8153846153846154,-0.05433962264150943
14,1104,1,seed_sum_mod2,0,34,124,0.33584905660377357,0.27419354838709675,0.8164189923885465,-0.06165550821667681
14,0014,0,seed_prime_count,2,27,89,0.36981132075471695,0.30337078651685395,0.8203393717037378,-0.066440534237863
14,0014,0,seed_even_count,1,22,72,0.36981132075471695,0.3055555555555556,0.8262471655328799,-0.06425576519916137
14,0014,0,seed_mirror_pairs_any,yes,39,127,0.36981132075471695,0.30708661417322836,0.830387273019444,-0.0627247065814886
14,0014,0,seed_sum_lastdigit,2,8,26,0.36981132075471695,0.3076923076923077,0.8320251177394036,-0.062119013062409245
14,1104,1,seed_even_count,2,26,93,0.33584905660377357,0.27956989247311825,0.8324272079255769,-0.05627916413065531
14,1104,1,seed_structure,AABC,31,110,0.33584905660377357,0.2818181818181818,0.8391215526046987,-0.054030874785591765
14,1104,1,seed_unique_count,3,31,110,0.33584905660377357,0.2818181818181818,0.8391215526046987,-0.054030874785591765
14,1104,1,seed_mirror_pairs_any,no,39,138,0.33584905660377357,0.2826086956521739,0.8414753297508549,-0.053240360951599675
14,0014,0,seed_sum_mod2,1,44,141,0.36981132075471695,0.3120567375886525,0.8438268924591114,-0.057754583166064466
14,4401,4,seed_vtrac_unique,2,14,56,0.2943396226415094,0.25,0.8493589743589743,-0.044339622641509424
14,4401,4,seed_prime_count,0,7,28,0.2943396226415094,0.25,0.8493589743589743,-0.044339622641509424
14,0014,0,seed_structure,ABCD,44,139,0.36981132075471695,0.31654676258992803,0.8559682865952136,-0.05326455816478892
14,0014,0,seed_unique_count,4,44,139,0.36981132075471695,0.31654676258992803,0.8559682865952136,-0.05326455816478892
14,0014,0,seed_repeat_digit,none,44,139,0.36981132075471695,0.31654676258992803,0.8559682865952136,-0.05326455816478892
14,1104,1,seed_lead_band,4-6,21,73,0.33584905660377357,0.2876712328767123,0.8565491765430199,-0.04817782372706125
14,4401,4,seed_sum_mod3,1,22,87,0.2943396226415094,0.25287356321839083,0.8591217211906869,-0.041466059423118595
14,0014,0,seed_even_count,3,22,69,0.36981132075471695,0.3188405797101449,0.8621709553386572,-0.050970741044572054
14,0014,0,seed_sum_band,10-17,34,106,0.36981132075471695,0.32075471698113206,0.8673469387755103,-0.049056603773584895
14,1104,1,seed_sum_mod3,2,28,96,0.33584905660377357,0.2916666666666667,0.8684456928838953,-0.04418238993710688
14,0014,0,seed_consecutive_pairs,2,15,46,0.36981132075471695,0.32608695652173914,0.8817657497781722,-0.04372436423297782
14,0014,0,seed_high_count,2,31,95,0.36981132075471695,0.3263157894736842,0.8823845327604727,-0.04349553128103273
14,4401,4,seed_sum_mod3,2,25,96,0.2943396226415094,0.2604166666666667,0.8847489316239318,-0.03392295597484274
14,0014,0,seed_trail_band,0-3,37,113,0.36981132075471695,0.3274336283185841,0.8854072602492326,-0.042377692436132874
14,0014,0,seed_high_count,1,22,67,0.36981132075471695,0.3283582089552239,0.8879074017666769,-0.04145311179949307
14,0014,0,seed_trail_band,4-6,22,66,0.36981132075471695,0.3333333333333333,0.9013605442176871,-0.03647798742138364
14,1104,1,seed_trail_band,4-6,20,66,0.33584905660377357,0.30303030303030304,0.9022812393598911,-0.03281875357347053
14,4401,4,seed_sum_lastdigit,5,8,30,0.2943396226415094,0.26666666666666666,0.905982905982906,-0.02767295597484276
14,0014,0,seed_spread_band,7-9,42,125,0.36981132075471695,0.336,0.9085714285714287,-0.033811320754716934
15,1105,1,seed_sum_lastdigit,9,6,31,0.35106382978723405,0.1935483870967742,0.5513196480938416,-0.15751544269045986
15,5501,5,seed_vtrac_unique,2,13,59,0.2978723404255319,0.22033898305084745,0.7397094430992737,-0.07753335737468445
15,5501,5,seed_sum_lastdigit,8,6,27,0.2978723404255319,0.2222222222222222,0.746031746031746,-0.07565011820330969
15,0015,0,seed_sum_lastdigit,2,9,33,0.35106382978723405,0.2727272727272727,0.7768595041322314,-0.07833655705996134
15,0015,0,seed_high_count,1,17,62,0.35106382978723405,0.27419354838709675,0.7810361681329423,-0.0768702814001373
15,1105,1,seed_sum_lastdigit,1,8,29,0.35106382978723405,0.27586206896551724,0.7857889237199581,-0.07520176082171681
15,5501,5,seed_even_count,3,15,63,0.2978723404255319,0.23809523809523808,0.7993197278911565,-0.05977710233029382
15,5501,5,seed_consecutive_pairs,2,12,50,0.2978723404255319,0.24,0.8057142857142857,-0.05787234042553191
15,0015,0,seed_sum_lastdigit,3,8,28,0.35106382978723405,0.2857142857142857,0.8138528138528138,-0.06534954407294835
15,0015,0,seed_trail_band,0-3,30,105,0.35106382978723405,0.2857142857142857,0.8138528138528138,-0.06534954407294835
15,5501,5,seed_sum_lastdigit,6,8,33,0.2978723404255319,0.24242424242424243,0.8138528138528139,-0.05544809800128947
15,1105,1,seed_sum_mod3,0,23,80,0.35106382978723405,0.2875,0.8189393939393939,-0.06356382978723407
15,0015,0,seed_even_count,1,23,80,0.35106382978723405,0.2875,0.8189393939393939,-0.06356382978723407
15,1105,1,seed_spread_band,0-3,10,34,0.35106382978723405,0.29411764705882354,0.8377896613190731,-0.05694618272841051
15,5501,5,seed_sum_lastdigit,3,7,28,0.2978723404255319,0.25,0.8392857142857143,-0.0478723404255319
15,1105,1,seed_high_count,2,31,104,0.35106382978723405,0.2980769230769231,0.849067599067599,-0.05298690671031098
15,5501,5,seed_trail_band,7-9,21,83,0.2978723404255319,0.25301204819277107,0.8493975903614458,-0.044860292232760834
15,0015,0,seed_sum_lastdigit,6,10,33,0.35106382978723405,0.30303030303030304,0.8631772268135904,-0.04803352675693101
15,5501,5,seed_sum_lastdigit,5,8,31,0.2978723404255319,0.25806451612903225,0.8663594470046083,-0.03980782429649965
15,5501,5,seed_prime_count,0,8,31,0.2978723404255319,0.25806451612903225,0.8663594470046083,-0.03980782429649965
15,1105,1,seed_vtrac_unique,4,18,59,0.35106382978723405,0.3050847457627119,0.8690292758089369,-0.045979084024522165
15,1105,1,seed_prime_count,1,29,95,0.35106382978723405,0.30526315789473685,0.8695374800637958,-0.0458006718924972
15,5501,5,seed_spread_band,4-6,32,123,0.2978723404255319,0.2601626016260163,0.8734030197444833,-0.03770973879951561
15,0015,0,seed_sum_lastdigit,0,8,26,0.35106382978723405,0.3076923076923077,0.8764568764568765,-0.04337152209492634
15,5501,5,seed_sum_mod3,2,24,91,0.2978723404255319,0.26373626373626374,0.8854003139717426,-0.03413607668926816
15,5501,5,seed_high_count,3,23,86,0.2978723404255319,0.26744186046511625,0.8978405315614617,-0.030430479960415646
15,1105,1,seed_consecutive_pairs,1,38,120,0.35106382978723405,0.31666666666666665,0.9020202020202019,-0.0343971631205674
15,1105,1,seed_structure,ABCD,45,142,0.35106382978723405,0.31690140845070425,0.9026888604353394,-0.0341624213365298
15,1105,1,seed_unique_count,4,45,142,0.35106382978723405,0.31690140845070425,0.9026888604353394,-0.0341624213365298
15,1105,1,seed_repeat_digit,none,45,142,0.35106382978723405,0.31690140845070425,0.9026888604353394,-0.0341624213365298
15,1105,1,seed_lead_band,7-9,33,104,0.35106382978723405,0.3173076923076923,0.9038461538461537,-0.03375613747954176
15,0015,0,seed_sum_mod3,2,29,91,0.35106382978723405,0.31868131868131866,0.9077589077589077,-0.03238251110591539
15,1105,1,seed_spread_band,7-9,40,125,0.35106382978723405,0.32,0.9115151515151515,-0.031063829787234043
15,5501,5,seed_structure,AABC,34,125,0.2978723404255319,0.272,0.9131428571428573,-0.02587234042553188
15,5501,5,seed_unique_count,3,34,125,0.2978723404255319,0.272,0.9131428571428573,-0.02587234042553188
15,0015,0,seed_prime_count,3,18,56,0.35106382978723405,0.32142857142857145,0.9155844155844156,-0.029635258358662597
15,0015,0,seed_vtrac_unique,4,19,59,0.35106382978723405,0.3220338983050847,0.9173086800205443,-0.02902993148214933
15,0015,0,seed_lead_band,0-3,29,90,0.35106382978723405,0.32222222222222224,0.9178451178451179,-0.028841607565011806
15,5501,5,seed_consecutive_pairs,0,29,106,0.2978723404255319,0.27358490566037735,0.9184636118598383,-0.024287434765154547
15,1105,1,seed_sum_lastdigit,5,10,31,0.35106382978723405,0.3225806451612903,0.9188660801564027,-0.028483184625943736
16,1106,1,seed_sum_lastdigit,7,6,34,0.3556231003039514,0.17647058823529413,0.4962292609351433,-0.17915251206865726
16,6601,6,seed_spread_band,0-3,7,42,0.2826747720364742,0.16666666666666666,0.589605734767025,-0.11600810536980752
16,6601,6,seed_sum_lastdigit,0,6,32,0.2826747720364742,0.1875,0.6633064516129032,-0.09517477203647418
16,1106,1,seed_sum_lastdigit,9,8,32,0.3556231003039514,0.25,0.7029914529914529,-0.10562310030395139
16,6601,6,seed_sum_band,0-9,6,29,0.2826747720364742,0.20689655172413793,0.731924360400445,-0.07577822031233625
16,0016,0,seed_vtrac_unique,2,20,75,0.3617021276595745,0.26666666666666666,0.7372549019607842,-0.09503546099290783
16,0016,0,seed_sum_lastdigit,1,11,41,0.3617021276595745,0.2682926829268293,0.7417503586800573,-0.0934094447327452
16,0016,0,seed_sum_lastdigit,3,9,33,0.3617021276595745,0.2727272727272727,0.7540106951871657,-0.08897485493230178
16,1106,1,seed_vtrac_unique,4,18,67,0.3556231003039514,0.26865671641791045,0.7554535017221584,-0.08696638388604094
16,6601,6,seed_prime_count,3,11,51,0.2826747720364742,0.21568627450980393,0.7630191861690913,-0.06698849752667024
16,6601,6,seed_sum_lastdigit,9,7,32,0.2826747720364742,0.21875,0.7738575268817204,-0.06392477203647418
16,6601,6,seed_structure,AABC,30,136,0.2826747720364742,0.22058823529411764,0.7803605313092978,-0.062086536742356535
16,6601,6,seed_unique_count,3,30,136,0.2826747720364742,0.22058823529411764,0.7803605313092978,-0.062086536742356535
16,1106,1,seed_sum_lastdigit,6,9,32,0.3556231003039514,0.28125,0.7908653846153846,-0.07437310030395139
16,0016,0,seed_prime_count,3,15,51,0.3617021276595745,0.29411764705882354,0.8131487889273357,-0.06758448060075095
16,1106,1,seed_structure,ABCD,51,173,0.3556231003039514,0.2947976878612717,0.8289610197124648,-0.060825412442679694
16,1106,1,seed_unique_count,4,51,173,0.3556231003039514,0.2947976878612717,0.8289610197124648,-0.060825412442679694
16,1106,1,seed_repeat_digit,none,51,173,0.3556231003039514,0.2947976878612717,0.8289610197124648,-0.060825412442679694
16,0016,0,seed_mirror_pairs_any,yes,46,152,0.3617021276595745,0.3026315789473684,0.8366873065015479,-0.05907054871220607
16,0016,0,seed_sum_lastdigit,8,10,33,0.3617021276595745,0.30303030303030304,0.8377896613190731,-0.05867182462927145
16,6601,6,seed_mirror_pairs_any,no,42,177,0.2826747720364742,0.23728813559322035,0.8394386732276289,-0.04538663644325383
16,6601,6,seed_consecutive_pairs,2,19,80,0.2826747720364742,0.2375,0.8401881720430107,-0.04517477203647419
16,1106,1,seed_high_count,2,42,140,0.3556231003039514,0.3,0.8435897435897435,-0.0556231003039514
16,1106,1,seed_spread_band,7-9,45,149,0.3556231003039514,0.30201342281879195,0.8492514197212183,-0.053609677485159435
16,6601,6,seed_sum_lastdigit,5,7,29,0.2826747720364742,0.2413793103448276,0.8539117538005191,-0.04129546169164658
16,6601,6,seed_sum_lastdigit,3,8,33,0.2826747720364742,0.24242424242424243,0.8576083414793092,-0.040250529612231745
16,0016,0,seed_sum_lastdigit,6,10,32,0.3617021276595745,0.3125,0.863970588235294,-0.04920212765957449
16,6601,6,seed_consecutive_pairs,0,26,106,0.2826747720364742,0.24528301886792453,0.8677216473929803,-0.037391753168549646
16,0016,0,seed_sum_lastdigit,4,11,35,0.3617021276595745,0.3142857142857143,0.86890756302521,-0.04741641337386021
16,1106,1,seed_consecutive_pairs,1,43,138,0.3556231003039514,0.3115942028985507,0.8761922457574631,-0.04402889740540067
16,1106,1,seed_prime_count,2,36,115,0.3556231003039514,0.3130434782608696,0.8802675585284281,-0.0425796220430818
16,1106,1,seed_sum_lastdigit,4,11,35,0.3556231003039514,0.3142857142857143,0.8837606837606837,-0.04133738601823711
16,0016,0,seed_high_count,1,24,75,0.3617021276595745,0.32,0.8847058823529411,-0.041702127659574484
16,6601,6,seed_vtrac_unique,2,19,75,0.2826747720364742,0.25333333333333335,0.8962007168458782,-0.02934143870314082
16,0016,0,seed_sum_band,10-17,41,126,0.3617021276595745,0.3253968253968254,0.8996265172735761,-0.036305302262749084
16,1106,1,seed_even_count,1,29,90,0.3556231003039514,0.32222222222222224,0.9060778727445394,-0.033400878081729146
16,1106,1,seed_trail_band,0-3,42,130,0.3556231003039514,0.3230769230769231,0.9084812623274162,-0.032546177227028295
16,6601,6,seed_even_count,2,33,128,0.2826747720364742,0.2578125,0.9120463709677419,-0.024862272036474176
16,1106,1,seed_lead_band,4-6,31,95,0.3556231003039514,0.3263157894736842,0.9175888439046334,-0.029307310830267164
16,1106,1,seed_sum_mod3,1,32,98,0.3556231003039514,0.32653061224489793,0.918192918192918,-0.029092488059053456
17,1107,1,seed_sum_lastdigit,1,7,31,0.36156351791530944,0.22580645161290322,0.6245277535600117,-0.13575706630240622
17,7701,7,seed_mirror_pairs_any,yes,27,142,0.2964169381107492,0.19014084507042253,0.6414641696331836,-0.10627609304032667
17,7701,7,seed_consecutive_pairs,2,10,52,0.2964169381107492,0.19230769230769232,0.6487743026204564,-0.10410924580305689
17,0017,0,seed_sum_lastdigit,6,8,36,0.34201954397394135,0.2222222222222222,0.6497354497354497,-0.11979732175171914
17,1107,1,seed_sum_lastdigit,5,8,32,0.36156351791530944,0.25,0.6914414414414415,-0.11156351791530944
17,0017,0,seed_sum_lastdigit,7,8,33,0.34201954397394135,0.24242424242424243,0.7088023088023089,-0.09959530154969892
17,0017,0,seed_sum_lastdigit,3,9,36,0.34201954397394135,0.25,0.730952380952381,-0.09201954397394135
17,0017,0,seed_prime_count,2,25,98,0.34201954397394135,0.25510204081632654,0.7458697764820215,-0.08691750315761482
17,7701,7,seed_sum_lastdigit,3,8,36,0.2964169381107492,0.2222222222222222,0.7496947496947496,-0.074194715888527
17,1107,1,seed_prime_count,0,14,50,0.36156351791530944,0.28,0.7744144144144145,-0.08156351791530941
17,1107,1,seed_prime_count,3,14,50,0.36156351791530944,0.28,0.7744144144144145,-0.08156351791530941
17,7701,7,seed_high_count,1,18,77,0.2964169381107492,0.23376623376623376,0.7886399314970742,-0.06265070434451545
17,1107,1,seed_high_count,3,20,70,0.36156351791530944,0.2857142857142857,0.7902187902187902,-0.07584923220102374
17,1107,1,seed_even_count,3,24,82,0.36156351791530944,0.2926829268292683,0.8094924192485168,-0.06888059108604117
17,1107,1,seed_vtrac_unique,4,15,51,0.36156351791530944,0.29411764705882354,0.8134605193428723,-0.0674458708564859
17,1107,1,seed_sum_lastdigit,0,11,37,0.36156351791530944,0.2972972972972973,0.8222546871195521,-0.06426622061801213
17,0017,0,seed_sum_lastdigit,8,9,32,0.34201954397394135,0.28125,0.8223214285714286,-0.06076954397394135
17,7701,7,seed_structure,ABCD,36,147,0.2964169381107492,0.24489795918367346,0.8261942139493159,-0.05151897892707574
17,7701,7,seed_unique_count,4,36,147,0.2964169381107492,0.24489795918367346,0.8261942139493159,-0.05151897892707574
17,7701,7,seed_repeat_digit,none,36,147,0.2964169381107492,0.24489795918367346,0.8261942139493159,-0.05151897892707574
17,7701,7,seed_lead_band,4-6,23,93,0.2964169381107492,0.24731182795698925,0.8343377053054472,-0.04910511015375996
17,1107,1,seed_trail_band,4-6,27,88,0.36156351791530944,0.3068181818181818,0.8485872235872236,-0.05474533609712762
17,7701,7,seed_spread_band,4-6,32,126,0.2964169381107492,0.25396825396825395,0.8567939996511424,-0.04244868414249525
17,0017,0,seed_vtrac_unique,4,15,51,0.34201954397394135,0.29411764705882354,0.8599439775910365,-0.047901896915117814
17,0017,0,seed_mirror_pairs_any,no,49,165,0.34201954397394135,0.296969696969697,0.8682828282828284,-0.04504984700424436
17,1107,1,seed_structure,AABC,44,140,0.36156351791530944,0.3142857142857143,0.8692406692406692,-0.04727780362959516
17,1107,1,seed_unique_count,3,44,140,0.36156351791530944,0.3142857142857143,0.8692406692406692,-0.04727780362959516
17,0017,0,seed_spread_band,0-3,14,47,0.34201954397394135,0.2978723404255319,0.8709219858156029,-0.04414720354840945
17,1107,1,seed_mirror_pairs_any,no,52,165,0.36156351791530944,0.3151515151515151,0.8716352716352715,-0.04641200276379431
17,0017,0,seed_spread_band,7-9,40,134,0.34201954397394135,0.29850746268656714,0.8727789623312011,-0.043512081287374216
17,0017,0,seed_trail_band,7-9,29,97,0.34201954397394135,0.29896907216494845,0.8741286205203731,-0.04305047180899291
17,7701,7,seed_prime_count,0,13,50,0.2964169381107492,0.26,0.8771428571428571,-0.0364169381107492
17,7701,7,seed_trail_band,0-3,32,122,0.2964169381107492,0.26229508196721313,0.8848856061970816,-0.03412185614353608
17,1107,1,seed_lead_band,7-9,29,90,0.36156351791530944,0.32222222222222224,0.8911911911911913,-0.0393412956930872
